vehicle_id,status,scheduled_depart_s,sampled_headway_s,actual_depart_s,depart_delay_s,actual_entry_headway_s,arrival_s,duration_s,route_length_m,waiting_time_s,time_loss_s,preferred_speed_mps,trajectory_samples,min_gap_m,preferred_tau_s
veh_001858,completed,11112.381692,7.908086,11113.000000,0.618308,8.000000,11935.000,822.000,16093.440000,0.000,267.959,20.932846,822,3.594558,1.670000
veh_001859,completed,11119.538435,7.156743,11120.000000,0.461565,7.000000,11938.000,818.000,16093.440000,0.000,263.533,25.519442,818,4.264259,1.926080
veh_001860,completed,11125.867432,6.328997,11126.000000,0.132568,6.000000,11940.000,814.000,16093.440000,0.000,260.153,22.888428,814,2.831762,2.422098
veh_001861,completed,11132.624840,6.757408,11133.000000,0.375160,7.000000,11942.000,809.000,16093.440000,0.000,254.996,23.228267,809,3.249362,1.598351
veh_001862,completed,11138.119520,5.494680,11139.000000,0.880480,6.000000,11944.000,805.000,16093.440000,0.000,250.652,25.424651,805,3.619503,1.542419
veh_001863,completed,11145.133186,7.013666,11146.000000,0.866814,7.000000,11946.000,800.000,16093.440000,0.000,245.558,20.585918,800,1.982572,1.396548
veh_001864,completed,11151.058746,5.925560,11152.000000,0.941254,6.000000,11951.000,799.000,16093.440000,0.000,244.593,21.506302,799,2.366475,1.260961
veh_001865,completed,11158.155552,7.096806,11159.000000,0.844448,7.000000,11953.000,794.000,16093.440000,0.000,239.992,21.909966,794,2.741605,1.873727
veh_001866,completed,11164.243416,6.087864,11165.000000,0.756584,6.000000,11957.000,792.000,16093.440000,0.000,238.134,23.534064,792,4.342917,1.585740
veh_001867,completed,11166.521629,2.278213,11167.000000,0.478371,2.000000,11961.000,794.000,16093.440000,0.000,239.944,23.126811,794,3.421021,2.095688
veh_001868,completed,11171.751142,5.229513,11172.000000,0.248858,5.000000,11964.000,792.000,16093.440000,0.000,237.641,25.553337,792,2.795465,1.833758
veh_001869,completed,11180.027381,8.276239,11181.000000,0.972619,9.000000,11965.000,784.000,16093.440000,0.000,229.942,22.326719,784,3.112385,1.031673
veh_001870,completed,11188.206191,8.178810,11189.000000,0.793809,8.000000,11971.000,782.000,16093.440000,0.000,228.033,20.407728,782,3.160509,2.042598
veh_001871,completed,11194.363015,6.156824,11195.000000,0.636985,6.000000,11974.000,779.000,16093.440000,0.000,224.601,23.630355,779,2.803146,2.215369
veh_001872,completed,11200.173965,5.810950,11201.000000,0.826035,6.000000,11995.000,794.000,16093.440000,0.000,240.134,20.341155,794,4.054400,1.089337
veh_001873,completed,11205.671092,5.497128,11206.000000,0.328908,5.000000,11999.000,793.000,16093.440000,0.000,238.855,21.615956,793,4.224524,2.154266
veh_001874,completed,11212.616934,6.945841,11213.000000,0.383066,7.000000,12052.000,839.000,16093.440000,0.000,284.704,19.299548,839,3.909691,1.811969
veh_001875,completed,11219.485490,6.868557,11220.000000,0.514510,7.000000,12054.000,834.000,16093.440000,0.000,279.916,21.972048,834,2.769258,1.715233
veh_001876,completed,11224.016852,4.531362,11225.000000,0.983148,5.000000,12056.000,831.000,16093.440000,0.000,276.931,24.146434,831,3.918985,1.694437
veh_001877,completed,11231.009328,6.992475,11232.000000,0.990672,7.000000,12058.000,826.000,16093.440000,0.000,271.709,20.082420,826,3.407763,1.313562
veh_001878,completed,11238.858673,7.849345,11239.000000,0.141327,7.000000,12060.000,821.000,16093.440000,0.000,266.595,24.520947,821,4.065936,1.505987
veh_001879,completed,11243.426375,4.567703,11244.000000,0.573625,5.000000,12062.000,818.000,16093.440000,0.000,263.744,21.348172,818,3.753578,1.982691
veh_001880,completed,11249.146113,5.719738,11250.000000,0.853887,6.000000,12149.000,899.000,16093.440000,0.000,345.009,18.302561,899,2.277907,2.083305
veh_001881,completed,11255.841461,6.695347,11256.000000,0.158539,6.000000,12151.000,895.000,16093.440000,0.000,340.948,20.938070,895,2.925058,1.915236
veh_001882,completed,11262.925590,7.084129,11263.000000,0.074410,7.000000,12153.000,890.000,16093.440000,0.000,335.896,22.127382,890,3.097622,1.721899
veh_001883,completed,11268.294787,5.369197,11269.000000,0.705213,6.000000,12155.000,886.000,16093.440000,0.000,331.925,23.470387,886,3.029015,1.805565
veh_001884,completed,11273.501771,5.206984,11274.000000,0.498229,5.000000,12157.000,883.000,16093.440000,0.000,328.763,20.701378,883,2.026656,1.050071
veh_001885,completed,11278.805943,5.304172,11279.000000,0.194057,5.000000,12159.000,880.000,16093.440000,0.000,325.994,20.795616,880,4.093793,2.099898
veh_001886,completed,11285.383792,6.577849,11286.000000,0.616208,7.000000,12163.000,877.000,16093.440000,0.000,322.683,19.417388,877,2.829272,2.058331
veh_001887,completed,11292.027471,6.643679,11293.000000,0.972529,7.000000,12165.000,872.000,16093.440000,0.000,317.908,25.500374,872,3.838673,1.855522
veh_001888,completed,11297.998344,5.970874,11298.000000,0.001656,5.000000,12168.000,870.000,16093.440000,0.000,315.455,23.539786,870,3.276176,2.264262
veh_001889,completed,11301.952008,3.953664,11302.000000,0.047992,4.000000,12170.000,868.000,16093.440000,0.000,313.629,26.398795,868,3.442938,1.820181
veh_001890,completed,11306.317028,4.365020,11307.000000,0.682972,5.000000,12172.000,865.000,16093.440000,0.000,310.927,23.291614,865,2.437618,1.799848
veh_001891,completed,11313.272264,6.955236,11314.000000,0.727736,7.000000,12174.000,860.000,16093.440000,0.000,305.762,22.246630,860,3.102529,1.515643
veh_001892,completed,11317.440632,4.168368,11318.000000,0.559368,4.000000,12176.000,858.000,16093.440000,0.000,303.982,23.029316,858,3.707227,1.869114
veh_001893,completed,11323.780167,6.339536,11324.000000,0.219833,6.000000,12178.000,854.000,16093.440000,0.000,300.035,23.347872,854,2.993167,1.814845
veh_001894,completed,11329.238971,5.458804,11330.000000,0.761029,6.000000,12180.000,850.000,16093.440000,0.000,296.052,24.913169,850,3.453257,2.141335
veh_001895,completed,11334.335628,5.096657,11335.000000,0.664372,5.000000,12182.000,847.000,16093.440000,0.000,292.757,22.515551,847,2.948732,1.492758
veh_001896,completed,11340.375676,6.040048,11341.000000,0.624324,6.000000,12200.000,859.000,16093.440000,0.000,304.414,18.560689,859,3.593463,1.674034
veh_001897,completed,11348.890204,8.514528,11349.000000,0.109796,8.000000,12203.000,854.000,16093.440000,0.000,299.936,22.727203,854,2.662870,1.404173
veh_001898,completed,11355.323429,6.433225,11356.000000,0.676571,7.000000,12228.000,872.000,16093.440000,0.000,318.125,19.126000,872,2.744416,1.722221
veh_001899,completed,11360.879930,5.556501,11361.000000,0.120070,5.000000,12230.000,869.000,16093.440000,0.000,315.063,24.451123,869,3.102392,1.557087
veh_001900,completed,11364.669873,3.789943,11365.000000,0.330127,4.000000,12234.000,869.000,16093.440000,0.000,314.670,18.586803,869,2.473217,2.226842
veh_001901,completed,11371.438231,6.768358,11372.000000,0.561769,7.000000,12236.000,864.000,16093.440000,0.000,309.686,20.808781,864,3.499069,1.739266
veh_001902,completed,11379.143286,7.705055,11380.000000,0.856714,8.000000,12238.000,858.000,16093.440000,0.000,303.765,21.383745,858,4.254516,2.009332
veh_001903,completed,11386.054350,6.911064,11387.000000,0.945650,7.000000,12241.000,854.000,16093.440000,0.000,299.378,22.345021,854,2.568255,2.245685
veh_001904,completed,11393.803281,7.748931,11394.000000,0.196719,7.000000,12242.000,848.000,16093.440000,0.000,294.116,22.635703,848,3.102737,1.765994
veh_001905,completed,11400.518178,6.714897,11401.000000,0.481822,7.000000,12244.000,843.000,16093.440000,0.000,289.016,24.791366,843,3.562334,1.673703
veh_001906,completed,11404.563266,4.045088,11405.000000,0.436734,4.000000,12247.000,842.000,16093.440000,0.000,287.330,23.213974,842,2.377203,1.934420
veh_001907,completed,11410.495841,5.932575,11411.000000,0.504159,6.000000,12253.000,842.000,16093.440000,0.000,287.917,19.101272,842,3.599944,2.074401
veh_001908,completed,11417.283143,6.787302,11418.000000,0.716857,7.000000,12255.000,837.000,16093.440000,0.000,282.911,24.010980,837,3.605762,1.842733
veh_001909,completed,11424.364661,7.081517,11425.000000,0.635339,7.000000,12257.000,832.000,16093.440000,0.000,278.017,23.476216,832,3.223929,1.714498
veh_001910,completed,11429.625046,5.260385,11430.000000,0.374954,5.000000,12260.000,830.000,16093.440000,0.000,275.419,24.367476,830,3.874881,1.965748
veh_001911,completed,11435.529998,5.904952,11436.000000,0.470002,6.000000,12264.000,828.000,16093.440000,0.000,273.472,20.461977,828,3.225429,1.536816
veh_001912,completed,11442.078802,6.548804,11443.000000,0.921198,7.000000,12266.000,823.000,16093.440000,0.000,268.611,22.509553,823,2.542894,1.698812
veh_001913,completed,11449.985742,7.906940,11450.000000,0.014258,7.000000,12312.000,862.000,16093.440000,0.000,307.880,19.056968,862,3.305013,2.623541
veh_001914,completed,11457.493600,7.507858,11458.000000,0.506400,8.000000,12314.000,856.000,16093.440000,0.000,301.957,19.550318,856,2.317917,1.719804
veh_001915,completed,11464.463078,6.969477,11465.000000,0.536922,7.000000,12316.000,851.000,16093.440000,0.000,297.095,19.150414,851,1.723518,2.117853
veh_001916,completed,11471.057411,6.594334,11472.000000,0.942589,7.000000,12319.000,847.000,16093.440000,0.000,292.760,20.248959,847,2.411034,2.162725
veh_001917,completed,11475.519489,4.462078,11476.000000,0.480511,4.000000,12321.000,845.000,16093.440000,0.000,290.590,24.069702,845,3.886378,1.686465
veh_001918,completed,11479.868050,4.348560,11480.000000,0.131950,4.000000,12322.000,842.000,16093.440000,0.000,288.124,21.152634,842,3.053472,1.532064
veh_001919,completed,11485.730268,5.862218,11486.000000,0.269732,6.000000,12324.000,838.000,16093.440000,0.000,284.031,25.012526,838,2.692719,1.640780
veh_001920,completed,11493.292643,7.562375,11494.000000,0.707357,8.000000,12327.000,833.000,16093.440000,0.000,278.598,21.977793,833,3.578854,2.096571
veh_001921,completed,11499.885673,6.593030,11500.000000,0.114327,6.000000,12372.000,872.000,16093.440000,0.000,317.805,19.025429,872,2.366543,2.052165
veh_001922,completed,11506.727317,6.841644,11507.000000,0.272683,7.000000,12374.000,867.000,16093.440000,0.000,313.045,22.582776,867,2.296259,2.034484
veh_001923,completed,11510.474983,3.747666,11511.000000,0.525017,4.000000,12376.000,865.000,16093.440000,0.000,310.715,20.251229,865,1.125986,1.350123
veh_001924,completed,11514.282502,3.807519,11515.000000,0.717498,4.000000,12378.000,863.000,16093.440000,0.000,308.543,22.862672,863,1.272086,1.449824
veh_001925,completed,11521.962328,7.679826,11522.000000,0.037672,7.000000,12380.000,858.000,16093.440000,0.000,303.681,21.621193,858,2.545173,1.760384
veh_001926,completed,11527.910370,5.948042,11528.000000,0.089630,6.000000,12382.000,854.000,16093.440000,0.000,299.520,20.568134,854,3.092351,1.590929
veh_001927,completed,11531.939839,4.029468,11532.000000,0.060161,4.000000,12383.000,851.000,16093.440000,0.000,296.859,21.524613,851,1.283101,1.147624
veh_001928,completed,11539.263090,7.323251,11540.000000,0.736910,8.000000,12385.000,845.000,16093.440000,0.000,290.851,20.353957,845,2.525809,1.536723
veh_001929,completed,11545.650144,6.387054,11546.000000,0.349856,6.000000,12387.000,841.000,16093.440000,0.000,286.808,22.963878,841,2.860916,1.654034
veh_001930,completed,11556.077340,10.427196,11557.000000,0.922660,11.000000,12389.000,832.000,16093.440000,0.000,277.880,20.273380,832,2.753143,1.730199
veh_001931,completed,11563.952341,7.875001,11564.000000,0.047659,7.000000,12393.000,829.000,16093.440000,0.000,274.868,19.515485,829,3.177242,1.717782
veh_001932,completed,11570.472387,6.520046,11571.000000,0.527613,7.000000,12395.000,824.000,16093.440000,0.000,269.689,25.755798,824,4.086338,1.569254
veh_001933,completed,11576.245723,5.773336,11577.000000,0.754277,6.000000,12397.000,820.000,16093.440000,0.000,265.790,23.506972,820,3.380444,1.851718
veh_001934,completed,11582.594166,6.348443,11583.000000,0.405834,6.000000,12469.000,886.000,16093.440000,0.000,331.795,17.984116,886,2.455932,2.277771
veh_001935,completed,11588.440188,5.846022,11589.000000,0.559812,6.000000,12473.000,884.000,16093.440000,0.000,329.623,20.434337,884,1.983348,1.656092
veh_001936,completed,11592.281993,3.841805,11593.000000,0.718007,4.000000,12475.000,882.000,16093.440000,0.000,327.614,22.746924,882,2.147510,1.943746
veh_001937,completed,11599.673276,7.391283,11600.000000,0.326724,7.000000,12476.000,876.000,16093.440000,0.000,322.112,22.618453,876,2.026501,1.547373
veh_001938,completed,11606.085562,6.412286,11607.000000,0.914438,7.000000,12481.000,874.000,16093.440000,0.000,319.937,20.546963,874,2.657190,1.967204
veh_001939,completed,11611.132277,5.046715,11612.000000,0.867723,5.000000,12484.000,872.000,16093.440000,0.000,317.726,21.312883,872,3.632379,2.036860
veh_001940,completed,11615.889164,4.756887,11616.000000,0.110836,4.000000,12487.000,871.000,16093.440000,0.000,316.817,19.653943,871,3.770624,2.255760
veh_001941,completed,11623.360500,7.471335,11624.000000,0.639500,8.000000,12490.000,866.000,16093.440000,0.000,311.557,20.550742,866,3.700857,2.231975
veh_001942,completed,11629.294417,5.933917,11630.000000,0.705583,6.000000,12492.000,862.000,16093.440000,0.000,307.773,23.831014,862,3.017882,1.651628
veh_001943,completed,11637.525527,8.231110,11638.000000,0.474473,8.000000,12517.000,879.000,16093.440000,0.000,325.146,18.174721,879,2.829163,1.711889
veh_001944,completed,11641.138248,3.612721,11642.000000,0.861752,4.000000,12520.000,878.000,16093.440000,0.000,323.536,20.368646,878,2.771138,2.064577
veh_001945,completed,11645.524569,4.386321,11646.000000,0.475431,4.000000,12522.000,876.000,16093.440000,0.000,321.559,23.337911,876,1.782004,1.864554
veh_001946,completed,11653.125210,7.600642,11654.000000,0.874790,8.000000,12524.000,870.000,16093.440000,0.000,315.476,23.607461,870,3.612705,1.610133
veh_001947,completed,11658.142378,5.017168,11659.000000,0.857622,5.000000,12526.000,867.000,16093.440000,0.000,312.988,20.692084,867,2.113720,2.176204
veh_001948,completed,11662.554430,4.412051,11663.000000,0.445570,4.000000,12528.000,865.000,16093.440000,0.000,311.150,20.084425,865,3.995762,1.519427
veh_001949,completed,11667.764423,5.209993,11668.000000,0.235577,5.000000,12533.000,865.000,16093.440000,0.000,311.120,20.303802,865,2.294097,1.508836
veh_001950,completed,11672.624686,4.860264,11673.000000,0.375314,5.000000,12535.000,862.000,16093.440000,0.000,307.712,24.065040,862,3.180633,1.307544
veh_001951,completed,11679.433678,6.808992,11680.000000,0.566322,7.000000,12539.000,859.000,16093.440000,0.000,304.519,22.075658,859,3.777600,1.875383
veh_001952,completed,11687.110929,7.677251,11688.000000,0.889071,8.000000,12541.000,853.000,16093.440000,0.000,298.979,22.549364,853,3.687854,2.013171
veh_001953,completed,11690.730551,3.619621,11691.000000,0.269449,3.000000,12547.000,856.000,16093.440000,0.000,302.012,19.449629,856,3.900190,1.557019
veh_001954,completed,11696.294386,5.563835,11697.000000,0.705614,6.000000,12550.000,853.000,16093.440000,0.000,298.900,21.051159,853,3.279816,1.647983
veh_001955,completed,11702.315752,6.021366,11703.000000,0.684248,6.000000,12552.000,849.000,16093.440000,0.000,294.996,25.008379,849,2.443355,1.869046
veh_001956,completed,11708.439042,6.123290,11709.000000,0.560958,6.000000,12555.000,846.000,16093.440000,0.000,291.497,23.350371,846,2.949002,2.045947
veh_001957,completed,11715.688926,7.249883,11716.000000,0.311074,7.000000,12557.000,841.000,16093.440000,0.000,286.869,22.291694,841,2.573723,1.993741
veh_001958,completed,11721.868696,6.179771,11722.000000,0.131304,6.000000,12559.000,837.000,16093.440000,0.000,282.505,23.362301,837,1.947921,1.207814
veh_001959,completed,11726.998991,5.130295,11727.000000,0.001009,5.000000,12561.000,834.000,16093.440000,0.000,279.956,21.316723,834,1.618765,2.198999
veh_001960,completed,11731.331151,4.332160,11732.000000,0.668849,5.000000,12564.000,832.000,16093.440000,0.000,277.442,25.489313,832,3.002242,1.921850
veh_001961,completed,11734.594087,3.262936,11735.000000,0.405913,3.000000,12567.000,832.000,16093.440000,0.000,277.486,20.320132,832,2.577829,1.909819
veh_001962,completed,11740.037419,5.443332,11741.000000,0.962581,6.000000,12569.000,828.000,16093.440000,0.000,273.881,23.746158,828,4.222381,2.097838
veh_001963,completed,11746.059034,6.021615,11747.000000,0.940966,6.000000,12571.000,824.000,16093.440000,0.000,269.753,22.850211,824,3.185260,1.743813
veh_001964,completed,11753.441621,7.382587,11754.000000,0.558379,7.000000,12573.000,819.000,16093.440000,0.000,265.066,24.071213,819,3.116757,1.882106
veh_001965,completed,11758.874968,5.433346,11759.000000,0.125032,5.000000,12576.000,817.000,16093.440000,0.000,262.650,23.218699,817,3.404741,1.996589
veh_001966,completed,11768.360524,9.485556,11769.000000,0.639476,10.000000,12578.000,809.000,16093.440000,0.000,254.739,24.282446,809,3.213750,1.856033
veh_001967,completed,11774.245805,5.885281,11775.000000,0.754195,6.000000,12580.000,805.000,16093.440000,0.000,250.918,20.735154,805,3.178705,1.677508
veh_001968,completed,11779.520789,5.274984,11780.000000,0.479211,5.000000,12583.000,803.000,16093.440000,0.000,248.713,23.112505,803,3.417175,2.291537
veh_001969,completed,11786.091682,6.570893,11787.000000,0.908318,7.000000,12592.000,805.000,16093.440000,0.000,251.017,19.351186,805,2.640492,1.678958
veh_001970,completed,11790.635843,4.544162,11791.000000,0.364157,4.000000,12605.000,814.000,16093.440000,0.000,259.736,20.774961,814,3.660186,1.998066
veh_001971,completed,11796.949205,6.313362,11797.000000,0.050795,6.000000,12665.000,868.000,16093.440000,0.000,313.942,18.382605,868,2.943019,1.660048
veh_001972,completed,11799.853060,2.903855,11800.000000,0.146940,3.000000,12667.000,867.000,16093.440000,0.000,313.006,20.156115,867,3.051724,1.914486
veh_001973,completed,11806.867201,7.014141,11807.000000,0.132799,7.000000,12669.000,862.000,16093.440000,0.000,308.145,23.684468,862,2.765098,1.911313
veh_001974,completed,11812.967219,6.100018,11813.000000,0.032781,6.000000,12671.000,858.000,16093.440000,0.000,304.143,20.998947,858,2.307962,1.861531
veh_001975,completed,11819.283075,6.315856,11820.000000,0.716925,7.000000,12673.000,853.000,16093.440000,0.000,299.144,24.002732,853,4.294951,1.599344
veh_001976,completed,11825.515289,6.232213,11826.000000,0.484711,6.000000,12676.000,850.000,16093.440000,0.000,295.507,23.138683,850,2.994119,1.724331
veh_001977,completed,11829.604654,4.089366,11830.000000,0.395346,4.000000,12678.000,848.000,16093.440000,0.000,293.615,23.473017,848,1.556345,1.778899
veh_001978,completed,11834.256722,4.652068,11835.000000,0.743278,5.000000,12680.000,845.000,16093.440000,0.000,290.912,19.915946,845,3.166083,1.935628
veh_001979,completed,11842.606360,8.349637,11843.000000,0.393640,8.000000,12682.000,839.000,16093.440000,0.000,285.001,21.646874,839,3.039047,1.544626
veh_001980,completed,11849.348256,6.741896,11850.000000,0.651744,7.000000,12684.000,834.000,16093.440000,0.000,280.109,25.710428,834,3.600693,2.072739
veh_001981,completed,11854.452361,5.104105,11855.000000,0.547639,5.000000,12687.000,832.000,16093.440000,0.000,278.003,21.175205,832,4.022578,1.599150
veh_001982,completed,11861.083982,6.631621,11862.000000,0.916018,7.000000,12690.000,828.000,16093.440000,0.000,273.476,24.590984,828,3.239072,1.868547
veh_001983,completed,11867.695548,6.611566,11868.000000,0.304452,6.000000,12691.000,823.000,16093.440000,0.000,268.848,22.615840,823,1.453135,1.365929
veh_001984,completed,11876.627275,8.931727,11877.000000,0.372725,9.000000,12694.000,817.000,16093.440000,0.000,262.561,21.156209,817,2.914167,1.682242
veh_001985,completed,11884.292801,7.665526,11885.000000,0.707199,8.000000,12716.000,831.000,16093.440000,0.000,277.123,20.738186,831,2.725709,2.033008
veh_001986,completed,11890.909554,6.616753,11891.000000,0.090446,6.000000,12718.000,827.000,16093.440000,0.000,272.890,23.988034,827,3.550268,1.645404
veh_001987,completed,11896.235777,5.326222,11897.000000,0.764223,6.000000,12721.000,824.000,16093.440000,0.000,269.575,21.929238,824,2.270049,2.190672
veh_001988,completed,11904.911311,8.675535,11905.000000,0.088689,8.000000,12723.000,818.000,16093.440000,0.000,263.852,24.595570,818,4.587132,2.142526
veh_001989,completed,11910.758988,5.847677,11911.000000,0.241012,6.000000,12726.000,815.000,16093.440000,0.000,260.389,25.633683,815,1.361206,2.532140
veh_001990,completed,11915.453221,4.694232,11916.000000,0.546779,5.000000,12728.000,812.000,16093.440000,0.000,257.425,23.571799,812,2.992838,1.282511
veh_001991,completed,11919.622851,4.169630,11920.000000,0.377149,4.000000,12742.000,822.000,16093.440000,0.000,267.785,19.861670,822,1.241572,1.658483
veh_001992,completed,11924.329256,4.706405,11925.000000,0.670744,5.000000,12744.000,819.000,16093.440000,0.000,265.058,22.816925,819,2.513341,2.158226
veh_001993,completed,11929.783128,5.453872,11930.000000,0.216872,5.000000,12747.000,817.000,16093.440000,0.000,262.427,24.883245,817,2.260384,1.849835
veh_001994,completed,11936.931230,7.148102,11937.000000,0.068770,7.000000,12749.000,812.000,16093.440000,0.000,257.403,25.012383,812,3.522863,1.876390
veh_001995,completed,11944.301009,7.369778,11945.000000,0.698991,8.000000,12751.000,806.000,16093.440000,0.000,251.419,25.657131,806,3.652184,1.587678
veh_001996,completed,11952.027613,7.726605,11953.000000,0.972387,8.000000,12752.000,799.000,16093.440000,0.000,244.962,21.076244,799,2.799630,1.511797
veh_001997,completed,11958.257078,6.229465,11959.000000,0.742922,6.000000,12755.000,796.000,16093.440000,0.000,241.586,24.330904,796,3.955416,2.127912
veh_001998,completed,11965.504317,7.247239,11966.000000,0.495683,7.000000,12757.000,791.000,16093.440000,0.000,236.653,23.638107,791,2.397354,1.401882
veh_001999,completed,11974.893290,9.388973,11975.000000,0.106710,9.000000,12759.000,784.000,16093.440000,0.000,230.150,22.223957,784,3.724068,1.738078
veh_002000,completed,11982.258725,7.365434,11983.000000,0.741275,8.000000,12761.000,778.000,16093.440000,0.000,224.046,26.018162,778,3.162593,1.435147
veh_002001,completed,11990.663048,8.404324,11991.000000,0.336952,8.000000,12763.000,772.000,16093.440000,0.000,218.032,23.372584,772,2.703540,1.586008
veh_002002,completed,11994.397091,3.734042,11995.000000,0.602909,4.000000,12765.000,770.000,16093.440000,0.000,215.786,23.926073,770,3.817952,1.440166
veh_002003,completed,11999.284392,4.887302,12000.000000,0.715608,5.000000,12768.000,768.000,16093.440000,0.000,213.470,22.184865,768,2.604598,2.134769
veh_002004,completed,12004.157720,4.873328,12005.000000,0.842280,5.000000,12815.000,810.000,16093.440000,0.000,255.882,20.056317,810,3.418903,2.067474
veh_002005,completed,12010.268237,6.110517,12011.000000,0.731763,6.000000,12818.000,807.000,16093.440000,0.000,252.854,21.538523,807,3.019903,1.426898
veh_002006,completed,12018.356911,8.088673,12019.000000,0.643089,8.000000,12820.000,801.000,16093.440000,0.000,246.591,24.311095,801,4.576800,1.422686
veh_002007,completed,12023.553935,5.197025,12024.000000,0.446065,5.000000,12822.000,798.000,16093.440000,0.000,244.027,23.551660,798,3.690457,2.229506
veh_002008,completed,12029.847099,6.293163,12030.000000,0.152901,6.000000,12835.000,805.000,16093.440000,0.000,250.615,20.145069,805,2.520848,1.080625
veh_002009,completed,12034.566017,4.718919,12035.000000,0.433983,5.000000,12836.000,801.000,16093.440000,0.000,246.946,25.917688,801,2.312379,1.328640
veh_002010,completed,12039.828426,5.262409,12040.000000,0.171574,5.000000,12839.000,799.000,16093.440000,0.000,244.654,24.031718,799,3.504823,1.783155
veh_002011,completed,12046.256391,6.427965,12047.000000,0.743609,7.000000,12841.000,794.000,16093.440000,0.000,239.672,24.541550,794,2.996694,1.626840
veh_002012,completed,12050.462727,4.206336,12051.000000,0.537273,4.000000,12843.000,792.000,16093.440000,0.000,237.801,24.211066,792,3.534424,1.865921
veh_002013,completed,12058.223777,7.761050,12059.000000,0.776223,8.000000,12846.000,787.000,16093.440000,0.000,232.739,22.926283,787,4.533220,1.978009
veh_002014,completed,12061.345638,3.121861,12062.000000,0.654362,3.000000,12848.000,786.000,16093.440000,0.000,231.795,22.966491,786,2.847820,1.903471
veh_002015,completed,12067.828989,6.483351,12068.000000,0.171011,6.000000,12853.000,785.000,16093.440000,0.000,230.740,21.303319,785,2.910831,1.920266
veh_002016,completed,12073.091766,5.262777,12074.000000,0.908234,6.000000,12855.000,781.000,16093.440000,0.000,226.756,24.814790,781,2.374808,1.946511
veh_002017,completed,12081.325483,8.233717,12082.000000,0.674517,8.000000,12857.000,775.000,16093.440000,0.000,220.803,25.593343,775,3.253372,1.565140
veh_002018,completed,12088.468251,7.142768,12089.000000,0.531749,7.000000,12859.000,770.000,16093.440000,0.000,215.532,23.413669,770,1.533394,1.595321
veh_002019,completed,12091.342012,2.873761,12092.000000,0.657988,3.000000,12861.000,769.000,16093.440000,0.000,214.629,21.983945,769,2.693878,1.895043
veh_002020,completed,12093.708417,2.366405,12094.000000,0.291583,2.000000,12963.000,869.000,16093.440000,0.000,315.142,18.762778,869,3.688080,1.347647
veh_002021,completed,12098.206383,4.497965,12099.000000,0.793617,5.000000,12966.000,867.000,16093.440000,0.000,312.960,20.871558,867,3.376721,2.333932
veh_002022,completed,12103.453043,5.246660,12104.000000,0.546957,5.000000,12968.000,864.000,16093.440000,0.000,309.650,24.192578,864,1.989977,1.549812
veh_002023,completed,12109.169533,5.716490,12110.000000,0.830467,6.000000,13005.000,895.000,16093.440000,0.000,340.869,18.078273,895,1.603148,2.329840
veh_002024,completed,12115.214901,6.045368,12116.000000,0.785099,6.000000,13007.000,891.000,16093.440000,0.000,336.661,26.338261,891,3.320191,1.420826
veh_002025,completed,12122.225295,7.010394,12123.000000,0.774705,7.000000,13009.000,886.000,16093.440000,0.000,332.065,25.145928,886,3.364467,2.136121
veh_002026,completed,12126.176309,3.951014,12127.000000,0.823691,4.000000,13012.000,885.000,16093.440000,0.000,330.476,22.796360,885,4.162202,1.449036
veh_002027,completed,12129.475489,3.299180,12130.000000,0.524511,3.000000,13013.000,883.000,16093.440000,0.000,329.098,22.952643,883,3.087825,1.299573
veh_002028,completed,12135.854181,6.378692,12136.000000,0.145819,6.000000,13016.000,880.000,16093.440000,0.000,325.546,21.885838,880,1.944496,2.066219
veh_002029,completed,12141.312710,5.458528,12142.000000,0.687290,6.000000,13018.000,876.000,16093.440000,0.000,321.630,19.563257,876,3.642582,1.936539
veh_002030,completed,12147.157650,5.844940,12148.000000,0.842350,6.000000,13020.000,872.000,16093.440000,0.000,317.490,25.283325,872,3.074546,1.659274
veh_002031,completed,12152.194905,5.037255,12153.000000,0.805095,5.000000,13021.000,868.000,16093.440000,0.000,314.152,23.520833,868,2.078685,1.881003
veh_002032,completed,12157.935092,5.740187,12158.000000,0.064908,5.000000,13023.000,865.000,16093.440000,0.000,311.138,24.362945,865,3.342242,1.872050
veh_002033,completed,12166.164852,8.229760,12167.000000,0.835148,9.000000,13026.000,859.000,16093.440000,0.000,304.484,22.346064,859,4.091739,2.123468
veh_002034,completed,12169.729947,3.565095,12170.000000,0.270053,3.000000,13028.000,858.000,16093.440000,0.000,303.496,22.331343,858,4.095129,1.792838
veh_002035,completed,12173.891651,4.161704,12174.000000,0.108349,4.000000,13029.000,855.000,16093.440000,0.000,301.091,23.955954,855,3.038429,1.467478
veh_002036,completed,12180.854053,6.962402,12181.000000,0.145947,7.000000,13031.000,850.000,16093.440000,0.000,296.034,26.340204,850,4.501062,1.639950
veh_002037,completed,12189.205165,8.351112,12190.000000,0.794835,9.000000,13037.000,847.000,16093.440000,0.000,292.585,19.847801,847,2.070534,2.059831
veh_002038,completed,12194.896692,5.691527,12195.000000,0.103308,5.000000,13039.000,844.000,16093.440000,0.000,289.523,22.497936,844,2.179769,1.612375
veh_002039,completed,12199.002618,4.105926,12200.000000,0.997382,5.000000,13041.000,841.000,16093.440000,0.000,286.638,22.957088,841,2.739011,1.550207
